video_title,date_released_utc,view_count,like_count,comment_count,date_collected_utc,video_duration_H,video_duration_M,video_duration_S
"New CAR , New MacBOOK, New LIFE in LAGOS - SisiYemmie",2024-08-20 14:25:33+00:00,39667,4285,172,2024-08-21 10:23:24.760371+00:00,0,20,34
Yoruba TWIN Naming Ceremony | Cooking Ewa Ibeji | Baby Names and Meanings,2024-08-18 14:00:14+00:00,73941,6057,816,2024-08-21 10:23:26.025577+00:00,0,25,27
OUR Newborn TWIN's Photoshoot,2024-08-16 15:18:04+00:00,47529,4171,416,2024-08-21 10:23:27.435879+00:00,0,9,0
Our Newborn Twins Meeting Family For The 1st Time ! SISIYEMMIE,2024-08-14 14:00:04+00:00,93168,8410,1318,2024-08-21 10:23:28.550870+00:00,0,16,24
MY 4TH C-SECTION & TWIN BIRTH - SISI YEMMIE,2024-08-09 15:16:04+00:00,153124,8986,1650,2024-08-21 10:23:29.270835+00:00,0,15,42
Ready To Meet The TWINS: House Tour + Book Photoshoot + Vulnerable Vlog,2024-08-04 14:50:40+00:00,101739,5616,560,2024-08-21 10:23:29.855198+00:00,0,27,9
TWIN Maternity PhotoShoot + 3 Pregnancy REGRETS,2024-08-01 18:23:00+00:00,50139,3735,211,2024-08-21 10:23:30.550977+00:00,0,13,19
Tito's Birthday | Self Care | Pregnant Mama Life,2024-07-28 14:13:04+00:00,57987,3169,176,2024-08-21 10:23:31.310876+00:00,0,25,27
How I Balance Screen Time For My Kids,2024-07-27 15:49:59+00:00,14488,795,15,2024-08-21 10:23:32.022820+00:00,0,1,41
TELLING My Husband We Are PREGNANT With TWINS after 3 Kids!,2024-07-23 14:00:47+00:00,174324,10626,1546,2024-08-21 10:23:32.639117+00:00,0,14,6
"CALL ME ""IYA IBEJI"" - SISI YEMMIE",2024-07-21 14:02:13+00:00,283517,23342,6478,2024-08-21 10:23:33.255037+00:00,0,15,38
HOW TO MAKE PLANTAIN PEPPERSOUP,2024-07-08 19:21:36+00:00,11291,547,20,2024-08-21 10:23:35.407495+00:00,0,1,18
NIGERIAN EGGROLL RECIPE - NIGERIAN SNACK - SISI YEMMIE,2024-06-16 15:49:07+00:00,21725,1255,73,2024-08-21 10:23:35.967479+00:00,0,8,56
Weekend In My Life | Hot Gist With The Kids | Living in Nigeria,2024-05-23 14:00:18+00:00,40243,1890,208,2024-08-21 10:23:36.623494+00:00,0,25,59
Day In The Life of a Mom Living in Nigeria | Nigerian YouTubers Come Here | What I Eat In A Week,2024-05-08 17:17:43+00:00,41910,1750,207,2024-08-21 10:23:37.265824+00:00,0,22,49
I CAN'T BELIEVE IT - 1 MILLION SUBSCRIBERS - SISI YEMMIE!!!,2024-05-02 15:04:30+00:00,26914,3147,985,2024-08-21 10:23:37.873809+00:00,0,14,15
Day In My Life Being The Best Parents Everrrr | Living in Nigeria | Easter Surprise!,2024-04-26 15:12:45+00:00,31696,1752,259,2024-08-21 10:23:38.543074+00:00,0,23,37
AIR FYER CAKE - HOW TO BAKE WITH AN AIR FRYER,2024-04-12 15:23:19+00:00,7562,434,32,2024-08-21 10:23:39.256204+00:00,0,4,15
"Day In The Life Of A Wife  Living In Lagos | Meal Planning, Bulk Cooking Vlog",2024-04-08 15:12:24+00:00,55097,1911,139,2024-08-21 10:23:39.911979+00:00,0,20,34
WATCH THIS BEFORE YOU DRINK OKRA WATER!!!  - BENEFITS & SIDE EFFECTS,2024-04-03 16:49:17+00:00,30001,570,37,2024-08-21 10:23:40.947834+00:00,0,10,30
Day In The Life | Living with 3 kids | life of Nigerian Parents,2024-03-28 14:00:42+00:00,68319,2787,255,2024-08-21 10:23:41.549464+00:00,0,20,5
I WENT FOOD SHOPPING | COST OF EVERYTHING I BOUGHT | GROCERY HAUL,2024-03-19 13:44:39+00:00,48420,1825,235,2024-08-21 10:23:42.169591+00:00,0,11,13
Delicious Creamy Coconut Pasta |  20 Minute Dish,2024-03-14 16:07:55+00:00,9942,617,45,2024-08-21 10:23:42.812140+00:00,0,8,6
Day in my life | living as a mom in Nigeria | Live FULL | Sisi Weekly,2024-03-11 13:58:09+00:00,42876,1780,128,2024-08-21 10:23:43.420128+00:00,0,18,34
HOW TO MAKE PAP WITHOUT LUMPS,2024-03-02 10:22:19+00:00,12223,534,45,2024-08-21 10:23:44.013844+00:00,0,8,22
WHAT MY CHILDREN EAT IN A WEEK - Nigerian  Lunchbox Edition,2024-02-27 18:01:10+00:00,20141,700,28,2024-08-21 10:23:44.567371+00:00,0,8,3
SISI WEEKLY : No More Valentine + Photoshoot + Tani's 2nd Birthday !!!,2024-02-21 18:26:52+00:00,27361,1413,135,2024-08-21 10:23:45.241565+00:00,0,21,13
HOW TO MAKE NIGERIAN BEANS PIE - SISI YEMMIE,2024-02-12 15:23:09+00:00,15531,635,74,2024-08-21 10:23:45.865715+00:00,0,8,16
"New CAR , New MacBOOK, New LIFE in LAGOS - SisiYemmie",2024-08-20 14:25:33+00:00,64205,6000,236,2024-08-24 07:39:16.698582+00:00,0,20,34
Yoruba TWIN Naming Ceremony | Cooking Ewa Ibeji | Baby Names and Meanings,2024-08-18 14:00:14+00:00,88972,6726,892,2024-08-24 07:39:17.117852+00:00,0,25,27
OUR Newborn TWIN's Photoshoot,2024-08-16 15:18:04+00:00,50090,4290,423,2024-08-24 07:39:17.694891+00:00,0,9,0
Our Newborn Twins Meeting Family For The 1st Time ! SISIYEMMIE,2024-08-14 14:00:04+00:00,95976,8533,1324,2024-08-24 07:39:18.843604+00:00,0,16,24
MY 4TH C-SECTION & TWIN BIRTH - SISI YEMMIE,2024-08-09 15:16:04+00:00,165529,9134,1668,2024-08-24 07:39:19.256880+00:00,0,15,42
Ready To Meet The TWINS: House Tour + Book Photoshoot + Vulnerable Vlog,2024-08-04 14:50:40+00:00,102953,5649,563,2024-08-24 07:39:19.738714+00:00,0,27,9
TWIN Maternity PhotoShoot + 3 Pregnancy REGRETS,2024-08-01 18:23:00+00:00,50445,3751,212,2024-08-24 07:39:20.182059+00:00,0,13,19
Tito's Birthday | Self Care | Pregnant Mama Life,2024-07-28 14:13:04+00:00,58406,3185,177,2024-08-24 07:39:20.574004+00:00,0,25,27
How I Balance Screen Time For My Kids,2024-07-27 15:49:59+00:00,14558,796,15,2024-08-24 07:39:20.971066+00:00,0,1,41
TELLING My Husband We Are PREGNANT With TWINS after 3 Kids!,2024-07-23 14:00:47+00:00,175270,10658,1547,2024-08-24 07:39:21.392021+00:00,0,14,6
"CALL ME ""IYA IBEJI"" - SISI YEMMIE",2024-07-21 14:02:13+00:00,284009,23353,6478,2024-08-24 07:39:21.878383+00:00,0,15,38
HOW TO MAKE PLANTAIN PEPPERSOUP,2024-07-08 19:21:36+00:00,11398,549,20,2024-08-24 07:39:22.299290+00:00,0,1,18
NIGERIAN EGGROLL RECIPE - NIGERIAN SNACK - SISI YEMMIE,2024-06-16 15:49:07+00:00,22232,1275,74,2024-08-24 07:39:22.761058+00:00,0,8,56
Weekend In My Life | Hot Gist With The Kids | Living in Nigeria,2024-05-23 14:00:18+00:00,40395,1891,208,2024-08-24 07:39:23.157491+00:00,0,25,59
Day In The Life of a Mom Living in Nigeria | Nigerian YouTubers Come Here | What I Eat In A Week,2024-05-08 17:17:43+00:00,42094,1756,207,2024-08-24 07:39:23.622929+00:00,0,22,49
I CAN'T BELIEVE IT - 1 MILLION SUBSCRIBERS - SISI YEMMIE!!!,2024-05-02 15:04:30+00:00,26946,3149,985,2024-08-24 07:39:24.043386+00:00,0,14,15
Day In My Life Being The Best Parents Everrrr | Living in Nigeria | Easter Surprise!,2024-04-26 15:12:45+00:00,31805,1758,259,2024-08-24 07:39:24.478014+00:00,0,23,37
AIR FYER CAKE - HOW TO BAKE WITH AN AIR FRYER,2024-04-12 15:23:19+00:00,7602,434,32,2024-08-24 07:39:24.891727+00:00,0,4,15
"Day In The Life Of A Wife  Living In Lagos | Meal Planning, Bulk Cooking Vlog",2024-04-08 15:12:24+00:00,55435,1915,139,2024-08-24 07:39:25.312819+00:00,0,20,34
WATCH THIS BEFORE YOU DRINK OKRA WATER!!!  - BENEFITS & SIDE EFFECTS,2024-04-03 16:49:17+00:00,30243,571,37,2024-08-24 07:39:25.719924+00:00,0,10,30
Day In The Life | Living with 3 kids | life of Nigerian Parents,2024-03-28 14:00:42+00:00,68488,2792,255,2024-08-24 07:39:26.215743+00:00,0,20,5
I WENT FOOD SHOPPING | COST OF EVERYTHING I BOUGHT | GROCERY HAUL,2024-03-19 13:44:39+00:00,48553,1826,235,2024-08-24 07:39:26.622712+00:00,0,11,13
Delicious Creamy Coconut Pasta |  20 Minute Dish,2024-03-14 16:07:55+00:00,9971,618,45,2024-08-24 07:39:27.084401+00:00,0,8,6
Day in my life | living as a mom in Nigeria | Live FULL | Sisi Weekly,2024-03-11 13:58:09+00:00,42943,1786,128,2024-08-24 07:39:27.505400+00:00,0,18,34
HOW TO MAKE PAP WITHOUT LUMPS,2024-03-02 10:22:19+00:00,12270,534,45,2024-08-24 07:39:27.948064+00:00,0,8,22
WHAT MY CHILDREN EAT IN A WEEK - Nigerian  Lunchbox Edition,2024-02-27 18:01:10+00:00,20245,704,28,2024-08-24 07:39:28.338511+00:00,0,8,3
SISI WEEKLY : No More Valentine + Photoshoot + Tani's 2nd Birthday !!!,2024-02-21 18:26:52+00:00,27418,1416,135,2024-08-24 07:39:28.802737+00:00,0,21,13
HOW TO MAKE NIGERIAN BEANS PIE - SISI YEMMIE,2024-02-12 15:23:09+00:00,15658,638,74,2024-08-24 07:39:29.230014+00:00,0,8,16
FAMILY LIFE IN LAGOS| 10th BIRTHDAY | BEST PIZZA IN LAGOS  - SISI WEEKLY!,2024-02-07 15:01:14+00:00,24465,1390,79,2024-08-24 07:39:29.651884+00:00,0,15,40
THE PERFECT BEEF PENNE PASTA RECIPE!,2024-02-01 13:44:53+00:00,14177,873,48,2024-08-24 07:39:30.141838+00:00,0,6,35
POTATO STIR FRY / THE PERFECT DISH!,2024-01-29 16:00:45+00:00,18013,829,68,2024-08-24 07:39:30.584165+00:00,0,8,21
LIFE UPDATE : No Where To Hide!,2024-01-28 16:36:30+00:00,84919,4027,373,2024-08-24 07:39:30.979849+00:00,0,32,53
WE WENT TO THE BEST FAMILY FRIENDLY RESORT IN AFRICA!,2023-12-29 14:35:21+00:00,31579,1294,69,2024-08-24 07:39:31.394862+00:00,0,17,25
CRAVINGS +  SCHOOL PLAY + LEAVE THE WORLD BEHIND,2023-12-17 16:37:56+00:00,13338,824,49,2024-08-24 07:39:31.843009+00:00,0,13,30
THE REALITY OF MOTHERHOOD + A DATE AT THE CINEMA | VLOGMAS 2023,2023-12-14 13:16:14+00:00,14538,831,76,2024-08-24 07:39:32.340720+00:00,0,16,24
I WANT TO DASH YOU MY NEW POT + MARKET RUNS! SISIYEMMIE VLOGMAS 2023,2023-12-06 18:00:23+00:00,15685,940,179,2024-08-24 07:39:32.796481+00:00,0,19,34
Vlogmas Plan for 2023 +Nancy    Umeh's Son 7th Bday +    Day In My Life,2023-12-04 16:14:47+00:00,20991,1333,65,2024-08-24 07:39:33.246334+00:00,0,18,26
A Rant + Christmas Prep + Celebration of Life!,2023-11-30 16:24:00+00:00,24692,1018,86,2024-08-24 07:39:33.713785+00:00,0,23,31
3 Rice Recipes That Are Perfect For Celebrations!,2023-11-29 14:28:18+00:00,28536,1378,45,2024-08-24 07:39:34.138619+00:00,0,21,13
THE BEST NIGERIAN FISHROLL I'VE EVER TASTED!,2023-11-23 09:14:55+00:00,13899,724,29,2024-08-24 07:39:34.580532+00:00,0,8,27
HOW TO MAKE FLUFFY DOUGHNUTS AT HOME,2023-11-15 10:51:26+00:00,19883,721,41,2024-08-24 07:39:34.997787+00:00,0,8,12
WHERE HAVE I BEEN??? Conversations About Nigerian Food WITH Yewande Komolafe + Iquo Ukoh,2023-11-07 13:23:44+00:00,12749,679,48,2024-08-24 07:39:35.487630+00:00,0,29,8
MY EXPERIENCE AT RSVP LAGOS : WHERE TO EAT  IN LAGOS,2023-10-29 12:33:33+00:00,18375,920,58,2024-08-24 07:39:35.935903+00:00,0,11,36
NIGERIAN SAUSAGE ROLL RECIPE - HOW TO BAKE NIGERIAN PASTRY,2023-10-27 14:26:31+00:00,39860,1820,40,2024-08-24 07:39:36.392710+00:00,0,8,49
3 PERFECT SAUCES INSTEAD OF PLAIN  STEW !,2023-10-24 10:16:06+00:00,32473,1933,59,2024-08-24 07:39:36.892098+00:00,0,22,50
How To Make Bread At Home  - Soft Fluffy Dinner Rolls,2023-10-23 14:54:22+00:00,15018,825,40,2024-08-24 07:39:37.351138+00:00,0,8,13
WHERE TO FIND THE BEST SUYA IN LAGOS!,2023-10-22 13:39:12+00:00,15395,570,48,2024-08-24 07:39:37.821766+00:00,0,8,38
A CONVERSATION WITH TITO & TIARA ABOUT...,2023-10-15 16:23:13+00:00,16380,1469,0,2024-08-24 07:39:38.308627+00:00,0,24,23
MINCED BEEF MACARONI - We  Can't Get Enough Of This Dish!,2023-10-11 11:50:01+00:00,13168,565,33,2024-08-24 07:39:38.747128+00:00,0,8,40
DEALING WITH DISAPOINTMENT + STUNNING LAGOS SUNSET +   SALES + BIRTHDAY PARTAY!,2023-10-08 15:58:52+00:00,22990,1040,63,2024-08-24 07:39:39.170577+00:00,0,30,46
NIGERIAN HONEY BEANS RECIPE - ONLY 4 INGREDIENTS!,2023-10-07 13:53:19+00:00,27670,973,66,2024-08-24 07:39:39.581233+00:00,0,8,26
HOW TO SEASON AND FRY CHICKEN,2023-10-05 07:36:32+00:00,11644,599,32,2024-08-24 07:39:40.004771+00:00,0,8,1
MY ONLINE  FOOD SHOPPING EXPERIENCE AND A GROCERY HAUL,2023-10-04 10:45:44+00:00,11757,588,33,2024-08-24 07:39:40.539901+00:00,0,9,52
HOW TO MAKE CHICKEN PEPPERSOUP WITH A TWIST- BBTITANS YEMI CREGX,2023-09-29 12:05:01+00:00,9732,412,38,2024-08-24 07:39:41.006080+00:00,0,9,47
HOW TO MAKE GIZDODO WITH BBTITANS YEMI CREGX,2023-09-28 17:14:14+00:00,9797,466,27,2024-08-24 07:39:41.393828+00:00,0,13,2
HOW TO MAKE CHICKEN CURRY SAUCE - @SisiYemmieTV,2023-09-26 13:00:08+00:00,90423,2046,71,2024-08-24 07:39:41.838343+00:00,0,8,4
MAKING MY SIGNATURE DISHES + THOUGHTS ON MOHBAD + MOM LIFE IN LAGOS,2023-09-25 18:17:40+00:00,19100,922,54,2024-08-24 07:39:42.227924+00:00,0,9,36
